Nodes:
7003: (144.98884353329427, -37.82462879249984)
3936: (145.05966154814428, -37.81576948799543)
3939: (144.99790901553112, -37.82579340294388)
3956: (145.06272913827215, -37.78366040154537)
3968: (145.06853436418064, -37.84740759601632)
3969: (144.9853715959063, -37.8164010921432)
3970: (145.0917084633446, -37.87483249977267)
3972: (145.04197500652063, -37.853202755555806)
8001: (145.09356379481332, -37.79187548695676)
8021: (145.0550651033866, -37.8400034011601)
8037: (145.0917084633446, -37.87483249977267)
8044: (145.0100787447782, -37.779920791275245)
8047: (145.02018897040662, -37.76666940319856)
8066: (145.01127821433903, -37.773237598102966)
8072: (145.05623049413492, -37.792524593456285)
8075: (145.02545950810435, -37.78695309388733)
8083: (144.9960330271328, -37.80972779813804)
8087: (145.05281662404587, -37.85140605564744)
8089: (145.06216392872324, -37.836007182876365)
8097: (145.03525648833033, -37.765866001683)
8106: (145.0984337477628, -37.819851289348016)
8116: (145.06496271019023, -37.829074263978335)
8124: (145.05603186497518, -37.76068067970668)
8136: (145.0496175487046, -37.84783038751945)
8149: (145.05914351629266, -37.81849209890645)
8156: (145.0396380024034, -37.84474647832166)
8162: (145.02901100267837, -37.84350319129184)
8163: (145.04536298852148, -37.845424133342576)
8172: (145.09943179009818, -37.8147709959356)
8174: (145.00323439622665, -37.8008383801244)
8176: (145.0039831031506, -37.81906117367189)
8208: (145.04349051612607, -37.82983744301468)
8212: (145.10481890994873, -37.83694002164983)
8269: (145.0104303467747, -37.77788819218167)
8274: (145.03258487412486, -37.83792230011506)
8287: (145.04582791129164, -37.84422802412159)
8289: (145.05282786949635, -37.85253715350168)
8294: (145.06258384708815, -37.80046478781443)
8308: (145.02269815462316, -37.84400249367128)
8313: (145.02753920108597, -37.79178435564318)
8318: (145.0457186953634, -37.848851992888434)
8319: (145.02269815462316, -37.84400249367128)
8348: (144.99294694595883, -37.80008399045868)
8370: (145.08912486173563, -37.79330633230813)
8373: (145.0544547252988, -37.85249657589034)
8393: (145.07930002607608, -37.823552500944245)
8405: (145.04449059057296, -37.84843030385333)
8407: (145.0800900042726, -37.779558288162605)
8421: (145.0543717096606, -37.85298967110256)
8422: (145.10216981730767, -37.83663102947303)
8425: (145.02901100267837, -37.84350319129184)
8428: (145.0076275052621, -37.81125715945428)
8430: (145.05177177053227, -37.85702159188302)
8431: (145.06503192992955, -37.78753339599369)
8433: (145.082309702647, -37.84886869362594)
8441: (145.02315880694425, -37.76577815213403)
8443: (145.0467484075037, -37.86469731858869)
8453: (145.0366923940132, -37.81540409889839)
8457: (145.02753920108597, -37.79178435564318)
8465: (145.08253029798402, -37.77890449538764)
8466: (145.02005809898614, -37.82652348300756)
8468: (145.09918849571363, -37.80408518780385)
8473: (145.03387657767334, -37.80567935443641)
8479: (145.0355547016471, -37.80741477637278)
8488: (145.09234660247398, -37.85005541355251)
8508: (145.01260931764787, -37.82908619934596)
8512: (145.0460116641866, -37.80131093823013)
8523: (145.044124398644, -37.848367207427835)
8526: (145.08327362834234, -37.80280299890477)
8547: (145.09116306706983, -37.87785210140856)
8548: (145.00323269730285, -37.781836002705525)
8551: (145.02753920108597, -37.79178435564318)
8552: (145.09554898732293, -37.85075599590077)
8562: (145.0057089142587, -37.782145157199984)
8582: (145.02545950810435, -37.78695309388733)
8583: (145.0588587141683, -37.7928121523069)
8585: (145.05031970681554, -37.86470300197719)
8586: (145.0544547252988, -37.85249657589034)
8610: (145.0837560125233, -37.863920336329365)
8627: (145.00534399680265, -37.782099600614615)
8628: (145.02753920108597, -37.79178435564318)
8634: (145.00705150496438, -37.82995669468491)
8636: (145.0543717096606, -37.85298967110256)
8650: (145.07863991570605, -37.77942210379239)
8654: (145.0399178427027, -37.84319319981852)
8657: (145.01031031067572, -37.77862449612487)
8675: (145.03045699757476, -37.79151789664763)
8679: (145.04266210027131, -37.79111065847212)
8686: (145.02712801398317, -37.81760470307052)
8693: (145.08238013214083, -37.84809199063614)
8706: (145.03258487412486, -37.83792230011506)
8711: (145.03535510182604, -37.84474869900623)
8715: (145.02491129605482, -37.781513400394154)
8745: (145.04045750605863, -37.84483877293222)
8762: (145.02791920825948, -37.807367420759526)
8764: (145.05419850152407, -37.859731799592886)
8767: (145.0486712031359, -37.8001811943571)
8773: (145.0524822316945, -37.85216716945772)
8779: (145.0582738968047, -37.856735197463465)
8788: (144.98838129433784, -37.8272196997586)
8789: (145.03609196510746, -37.818651298453325)
8790: (145.00422177242095, -37.78437044837798)
8802: (145.04149770502093, -37.84158120098969)
8805: (144.991807594408, -37.806953195981166)
8810: (145.01667396702564, -37.81993446809157)
8827: (145.04582791129164, -37.84422802412159)
8832: (145.0801495836295, -37.87825435992381)
8849: (145.0589648299437, -37.86720518374344)
8853: (145.05769601421332, -37.82613419595982)
8855: (145.05522720417952, -37.77233198872933)
8883: (145.05799530228745, -37.86006037266172)
8887: (145.0525587053188, -37.85260855793895)
8904: (145.05281662404587, -37.85140605564744)
8909: (145.06490403375025, -37.787122188195845)
8941: (145.07717381619364, -37.84864259531802)
8967: (145.03702592571543, -37.81361309744227)
8968: (145.0567514645903, -37.83105280316875)
8974: (145.02753920108597, -37.79178435564318)
8992: (145.05603186497518, -37.76068067970668)
8996: (144.99137087146133, -37.8096116029822)
8999: (145.04831290694813, -37.875254002848415)
7: (145.01501579732235, -37.83083179580123)
16: (144.99006165473534, -37.81706280951362)
17: (145.04387151411484, -37.84859840436442)
19: (145.0527744330978, -37.85299814132956)
20: (145.05779148984067, -37.82563269847903)
26: (145.09554898732293, -37.85075599590077)
33: (145.0607437839192, -37.81009100136292)
39: (144.99658163662352, -37.83446349807479)
149: (145.02674760426603, -37.79152598915797)
151: (144.98964635270923, -37.819844403830125)
164: (145.0994254496308, -37.81480319408037)
170: (145.02887025294152, -37.807254002208445)
181: (145.09164342915636, -37.87519189677813)
209: (145.09690621024475, -37.843182194592366)
246: (145.0354789643879, -37.80707159624511)
249: (145.0322278173047, -37.83992779492158)
276: (144.99922899080704, -37.8182620029721)
297: (145.10836928994487, -37.815904704078704)
318: (145.1126232000464, -37.81660668787063)
445: (145.0636056623262, -37.780590087055934)
523: (145.07101750035253, -37.81160430331046)
548: (145.11347224370664, -37.82500550986872)
554: (145.03201839509973, -37.841102495240555)
590: (145.01085648709764, -37.84080319790208)
603: (145.02618870012327, -37.810301099997154)
608: (145.09830217244544, -37.83544219576012)
612: (145.05241580957605, -37.85214318709319)
631: (145.06277812033312, -37.799463096826486)
633: (145.0446666011864, -37.84721180062432)
649: (144.99738096715487, -37.828753202310416)
766: (145.02643136367791, -37.82134800045757)
11007: (145.08921587141035, -37.7758995611833)
11016: (145.04700741008497, -37.86472813027504)
11051: (144.99113844925117, -37.810947894659755)
11059: (145.0332255949527, -37.83426049479405)
11068: (145.0984613952558, -37.80399748784156)
11077: (145.02989072426175, -37.80136609755128)
11125: (145.03042939539057, -37.79805549927303)
11145: (145.05277670501835, -37.792131510097455)
11157: (145.0837560125233, -37.863920336329365)
11176: (145.03754257620193, -37.79391728458288)
11192: (145.03079484752072, -37.84770770519429)
11211: (145.0300450149956, -37.851625439059966)
11214: (145.0539008234819, -37.85397957521087)
11224: (145.0154223019509, -37.771291177317046)
11226: (144.99290665547173, -37.80506650259623)
11229: (145.0106200674702, -37.776738395538935)
11250: (145.0837560125233, -37.863920336329365)
11251: (145.07982335377463, -37.78024503209642)
11256: (145.033316095514, -37.844954609388175)
11261: (145.0184793029806, -37.842219196493375)
11339: (144.99184173091396, -37.80674539906083)
11343: (145.05049790017878, -37.791872089309)
11371: (144.99305299606735, -37.79942219604285)
11381: (144.9925806304677, -37.80225410291455)
11397: (145.04787721511724, -37.791637404841936)
11418: (145.01564664494356, -37.80546754147191)
11425: (145.03339920273675, -37.79743119202157)
11435: (145.05026117410515, -37.79948916701164)
11453: (145.03674011183932, -37.826550746386445)
11462: (145.0229522968091, -37.80678668446229)
11465: (145.03287702446815, -37.836265298545314)
11486: (145.00977356679155, -37.81144219648425)
11491: (145.03609196510746, -37.818651298453325)
11499: (145.01945320186476, -37.8126365793388)
11502: (145.03322560240835, -37.83551660097427)
11528: (145.00500223088923, -37.811770996747306)
11583: (145.0818570101245, -37.77922871042807)
11593: (145.11005390261843, -37.84370679958271)
11607: (145.01335620874275, -37.764742937229435)
11613: (145.07245481088594, -37.823030644034894)
11636: (145.11270364852783, -37.829135300871314)
11689: (145.02351400733988, -37.81313211674005)
11713: (145.0400125156741, -37.86389406401595)
11721: (145.02935712761752, -37.80415129186082)
11722: (144.9977301155986, -37.80030754556029)
11724: (145.01151653544215, -37.770655693889566)
11725: (145.01539580046642, -37.81214321056044)
11777: (145.0251340866811, -37.782161797338354)
11790: (145.0433667088105, -37.86429496417601)
11807: (145.01938359722988, -37.806673615955006)
11876: (145.06555641782433, -37.863198888608)
11885: (145.0399000148042, -37.84288949890682)
11895: (145.064766469585, -37.78912549637529)
11896: (145.01851222349697, -37.776680898181766)
11928: (145.05884211309345, -37.79281035842588)
11932: (145.07329493663187, -37.78955616578658)
11957: (145.03603964460459, -37.79564817424868)
11968: (145.02031184236526, -37.76593339165619)
11999: (145.0255200096952, -37.80708735444048)
6025: (145.043069625716, -37.84944736522023)
6048: (145.03696040920352, -37.818934255281846)
6055: (144.98909030713844, -37.823118458877126)
6074: (144.9918222535802, -37.80686398827953)
6105: (145.03288282600468, -37.839517331375056)
6111: (145.04178700531497, -37.86410676788599)
6121: (145.0439034252407, -37.84874425416414)
6131: (144.98942921947253, -37.8211388993462)
6140: (145.045034606999, -37.84514349870008)
6162: (145.05418290190016, -37.856158795928415)
6177: (145.03183680854983, -37.83318604495588)
6197: (145.06272913827215, -37.78366040154537)
6201: (145.043069625716, -37.84944736522023)
6239: (144.99042905783867, -37.814976493546254)
6248: (144.99141992052031, -37.80931299508136)
6294: (144.9896457107582, -37.822869651622966)
6304: (145.11304657927852, -37.827031603753376)
6329: (145.05166358718313, -37.790228379478776)
6349: (145.06256071370865, -37.81059376617037)
6421: (145.05601044979963, -37.835002294326955)
6435: (145.04628343430915, -37.815881198280266)
6446: (145.0922831687156, -37.79229163864435)
6455: (145.03966678755526, -37.8451461040889)
6457: (145.0092135154947, -37.81453279505134)
6458: (145.0395086069648, -37.84473474500064)
6465: (145.0641662325628, -37.79252289990112)
6481: (145.00216690509143, -37.80074237458509)
6493: (144.99001275139713, -37.817554996404965)
6496: (144.9901575255327, -37.830743700337074)
6497: (144.99137087146133, -37.8096116029822)
6536: (145.05934657391526, -37.86031989037392)
6540: (145.0347065734495, -37.826083795865934)
6597: (145.03993459669147, -37.84477418466144)
6600: (145.00978069878948, -37.81144121380736)
6609: (145.03944732904827, -37.84427197921702)
6615: (145.03235351125463, -37.81417062014973)
6625: (145.06000496541014, -37.813967497636526)
6633: (145.06344683700124, -37.79610169624871)
6647: (145.02014717636155, -37.813321201390906)
6677: (145.10605971628496, -37.81582285699054)
6683: (145.09264372243214, -37.86729199739048)
6701: (145.09928555895635, -37.8502227939868)
6714: (145.03514348985715, -37.76648160411676)
6720: (144.9911902592775, -37.81065369314006)
6732: (144.99830275346756, -37.815715190789504)
6744: (145.04566671554636, -37.791382361016495)
6749: (145.09305500289005, -37.864659398216986)
6751: (145.0106200674702, -37.776738395538935)
6756: (145.074967055751, -37.78768596979872)
6768: (144.99083230839068, -37.812686496239216)
6805: (145.0851796614812, -37.877015113517366)
6807: (145.03561890625272, -37.82118130066048)
6825: (145.11304657927852, -37.827031603753376)
6846: (145.10429640380295, -37.81561220695431)
6899: (144.9912494218786, -37.81031480221567)
6911: (145.01197433745835, -37.76637819525595)
6973: (144.9932144139464, -37.79986754734392)
6986: (145.01316687405352, -37.82958472502947)
1001: (145.03105288394949, -37.84634840252497)
1034: (145.02966894057633, -37.854123399887776)
1152: (145.01986718929493, -37.76859669686527)
1174: (144.99298129488915, -37.79984481948038)
1188: (144.99000559611153, -37.81755399569598)
1213: (145.0186951091723, -37.84091100109098)
1216: (144.99655161679993, -37.834838771263165)
1259: (145.00412905145052, -37.81091510194621)
1268: (145.00978069878948, -37.81144121380736)
1337: (144.99000559611153, -37.81755399569598)
1339: (145.05612340097932, -37.75830208517528)
1366: (145.03287702446815, -37.836265298545314)
1370: (144.99177374180573, -37.80715928999033)
1375: (144.9923744247104, -37.80350259943346)
1439: (145.05799530228745, -37.86006037266172)
1480: (145.08506322577352, -37.8343461989186)
1547: (145.05097301180183, -37.845341937397336)
1577: (145.06555641782433, -37.863198888608)
1607: (145.02130469665235, -37.82647785782038)
1611: (145.0207642009078, -37.76325679952042)
1657: (145.03609196510746, -37.818651298453325)
1729: (145.03793065751867, -37.808851010179325)
1732: (145.03079484752072, -37.84770770519429)
1753: (145.06340751465447, -37.7933132749451)
1825: (144.99177374180573, -37.80715928999033)
1841: (145.10783614661483, -37.82167399179144)
1856: (145.0837361373746, -37.80048410077162)
1870: (145.02703670325337, -37.76835139741757)
1877: (145.00949240340117, -37.770590574232315)
1960: (145.00722592075053, -37.80181707138935)
1993: (145.02475461358662, -37.772306045792455)
5001: (144.99298129488915, -37.79984481948038)
5003: (145.0797871259869, -37.82106239561425)
5009: (145.0498455931476, -37.86720929713861)
5012: (144.99006165473534, -37.81706280951362)
5022: (144.98915061050914, -37.82279989744056)
5026: (145.0193217610596, -37.77186179612479)
5034: (145.07864788299236, -37.779922001034535)
5051: (145.01663655002272, -37.81997145942008)
5052: (145.078658145696, -37.778733696368974)
5076: (145.04370624768512, -37.82956328992788)
5092: (145.083292790429, -37.77850398849802)
5095: (145.0541498257938, -37.85271035647368)
5107: (145.08035511218128, -37.818031900038896)
5135: (144.9930262503215, -37.79959428735315)
5163: (145.00978069878948, -37.81144121380736)
5173: (144.99108419545567, -37.811255998452125)
5190: (145.01175204894804, -37.767714486481424)
5204: (145.01085648709764, -37.84080319790208)
5207: (145.0125181038575, -37.8312303954213)
5210: (145.0297628796696, -37.807172963796965)
5213: (144.99108419545567, -37.811255998452125)
5218: (144.9903665808514, -37.81533129486887)
5225: (145.09746261444, -37.82036214847065)
5229: (145.01670390132924, -37.79120303803723)
5236: (145.00705431480966, -37.82647339656556)
5242: (145.05124123927476, -37.760512763222856)
5245: (145.01607111585275, -37.81985649652336)
5267: (144.98909700860264, -37.823119396527005)
5284: (144.9888435332929, -37.824628801509846)
5286: (144.98914938273225, -37.82280719543768)
5289: (144.98909700860264, -37.823119396527005)
5311: (145.1126232000464, -37.81660668787063)
5360: (145.00378867533, -37.819040997513376)
5367: (145.03258487412486, -37.83792230011506)
5373: (145.0625745527628, -37.80051269033123)
5380: (145.0097935594849, -37.78152359746272)
5384: (145.02703670325337, -37.76835139741757)
5393: (145.03140045149007, -37.84451750457527)
5396: (145.03478251367963, -37.82567480102263)
5417: (145.03609196510746, -37.818651298453325)
5420: (145.03225892912323, -37.83975320085071)
